continent, country_label, temperature, rainfall, population, code
1,china,12.3282114989,670.46816486,1337705000,chn
1,india,29.7826089005,1092.51634711,1205624648,ind
2,unitedstates,14.4508667652,835.152095696,309326225,usa
1,indonesia,30.6958181902,1976.32849404,240676485,idn
3,brazil,30.8616557697,1354.4179656,195210154,bra
1,pakistan,27.1462824293,220.685854065,173149306,pak
4,nigeria,33.2474369756,1088.41865047,159707780,nga
1,bangladesh,29.8466178807,2789.94996302,151125475,bgd
1,japan,14.8749019519,2139.55679755,127450459,jpn
3,mexico,27.4270368678,878.11176843,117886404,mex
1,philippines,29.4388622568,2067.85899534,93444322,phl
4,ethiopia,28.9720750349,1101.637708,87095281,eth
2,germany,13.2744902443,816.966557008,81776930,deu
4,egypt,29.6394724717,25.1995752929,78075705,egy
2,turkey,16.8859177286,572.187717837,72137546,tur
1,thailand,31.7212501819,1746.7421859,66402316,tha
2,france,14.7842321356,1190.9196178,65031235,fra
2,unitedkingdom,12.4204937701,1048.47987671,62747868,gbr
2,italy,14.5682572158,1378.50145498,60483385,ita
1,myanmar,28.24237158,2077.08583076,51931231,mmr
4,southafrica,26.155735768,380.521184565,50895698,zaf
2,spain,17.1622822771,1120.74662636,46576897,esp
3,colombia,30.1698234681,1873.10905928,46444798,col
2,ukraine,13.6805196972,415.52828578,45870700,ukr
